,name,train_size,train_score,test_score,train_time,test_time
0,kNN,0.06656143120231518,1.0,0.29783290886776,0.004846970240275065,1.0226847330729167
1,kNN,0.13312286240463037,1.0,0.3204277797922627,0.00461729367574056,2.2527902921040854
2,kNN,0.19994738226782427,1.0,0.3274812340011695,0.0033686161041259766,3.270183722178141
3,kNN,0.26650881347013944,1.0,0.34651182961167254,0.004582643508911133,4.242274920145671
4,kNN,0.3333333333333333,1.0,0.35574255472530697,0.0055777231852213545,5.306507110595703
5,kNN,0.39989476453564854,1.0,0.36918372187978593,0.0051123301188151045,6.270380258560181
6,kNN,0.4664561957379637,1.0,0.3740130500229779,0.005994240442911784,7.2411266167958575
7,kNN,0.5332807156011576,1.0,0.38373747146173615,0.005920728047688802,8.169390996297201
8,kNN,0.5998421468034728,1.0,0.3891533104486085,0.021985371907552082,8.8898872534434
9,SVM,0.06656143120231518,1.0,0.33423061417541183,0.3764060338338216,1.479179859161377
10,SVM,0.13312286240463037,1.0,0.406586934159684,1.6640416781107585,2.932455619176229
11,SVM,0.19994738226782427,0.9991219514288057,0.4410510020702019,3.7682012716929116,4.30716888109843
12,SVM,0.26650881347013944,0.9983540406626329,0.4579104066679945,6.563535292943318,5.908428351084392
13,SVM,0.3333333333333333,0.9984214108420416,0.4734744191197269,10.298227628072103,7.480983018875122
14,SVM,0.39989476453564854,0.997806576653343,0.48655853867347765,14.779926538467407,7.923632303873698
15,SVM,0.4664561957379637,0.9979318138124867,0.5003459912998752,19.33074680964152,8.908119599024454
16,SVM,0.5332807156011576,0.997698000119383,0.5056432020790577,24.356815338134766,10.026280482610067
17,SVM,0.5998421468034728,0.9972235772222232,0.5055829511262584,29.364402214686077,10.144578536351522
18,NN,0.06656143120231518,0.1410634232502931,0.10051290036651261,9.547663768132528,0.25391101837158203
19,NN,0.13312286240463037,0.24492016589703158,0.12527457367183967,23.880618174870808,0.24651153882344565
20,NN,0.19994738226782427,0.19660274885841503,0.13850894017598805,26.106353839238484,0.27554917335510254
21,NN,0.26650881347013944,0.24575332488756815,0.1491878673482557,48.44382961591085,0.24708962440490723
22,NN,0.3333333333333333,0.27113143565855463,0.15679623587078492,78.79319993654887,0.23155681292215982
23,NN,0.39989476453564854,0.5013765241361291,0.21536818829375073,98.53958892822266,0.22810101509094238
24,NN,0.4664561957379637,0.5778494659170738,0.27005100496742224,137.17191457748413,0.18987091382344565
25,NN,0.5332807156011576,0.30793936324842336,0.202802963596056,99.24149680137634,0.20732339223225912
26,NN,0.5998421468034728,0.4543322729046435,0.2407071902715292,116.9692136446635,0.19111267725626627
